"","Name","Adjusted","Year","Catch","Biomass","bbmsy","ffmsy","PV","Implementation_year","Reserve_size"
"53","Atrina","IUU",2066,716.39157908661,3173.37755667734,0.409482277030993,2.48814051459104,-18479.5286115378,0,0
"54","Atrina","IUU",2067,711.811151563997,3173.84147402818,0.409542139410992,2.47498096263584,-16844.4660855969,0,0
"55","Atrina","IUU",2068,708.153865761542,3178.03999311772,0.410083902603752,2.46190460325073,-15216.343710254,0,0
"56","Atrina","IUU",2069,705.379470288095,3185.71227162126,0.411073908367496,2.44901969932013,-13630.505466009,0,0
"57","Atrina","IUU",2070,703.445921807113,3196.59444193908,0.412478108088832,2.43642467270659,-12112.5945683849,0,0
"58","Atrina","IUU",2071,702.309678454483,3210.419512714,0.414262050074908,2.42420830367151,-10680.4007760643,0,0
"59","Atrina","IUU",2072,701.925917505703,3226.91736162675,0.41639087862375,2.41244995589655,-9345.42425974309,0,0
"60","Atrina","IUU",2073,702.24869645426,3245.81487110154,0.418829351535259,2.40121981827428,-8114.18890600286,0,0
"61","Atrina","IUU",2074,703.231074744029,3266.83624849234,0.421541881427016,2.39057915718232,-6989.33668806807,0,0
"62","Atrina","IUU",2075,704.825211491724,3289.703561942,0.424492604879775,2.38058057515512,-5970.53267371343,0,0
"63","Atrina","IUU",2076,706.982452654045,3314.13751236028,0.427645482051003,2.37126827373785,-5055.20771281497,0,0
"64","Atrina","IUU",2077,709.653419235503,3339.85845089372,0.430964427965865,2.36267831986188,-4239.16310858723,0,0
"65","Atrina","IUU",2078,712.78810628642,3366.58763999229,0.43441347524114,2.35483891633637,-3517.05880640187,0,0
"66","Atrina","IUU",2079,716.336000594238,3394.04874494318,0.437956966547876,2.34777067802032,-2882.80395247259,0,0
"67","Atrina","IUU",2080,720.24622311634,3421.96953185234,0.441559773713383,2.34148691593625,-2329.86615776876,0,0
"68","Atrina","IUU",2081,724.467700338083,3450.08373788322,0.445187539050735,2.33599393202437,-1851.51349407708,0,0
"69","Atrina","IUU",2082,728.949366874126,3478.13307052242,0.448806933337473,2.33129132742816,-1441.00116983528,0,0
"70","Atrina","IUU",2083,733.640399784152,3505.86928514903,0.452385923898374,2.32737232716369,-1091.71298781794,0,0
"71","Atrina","IUU",2084,738.490483276289,3533.05628462295,0.455894045529472,2.32422412377466,-797.266068839253,0,0
"72","Atrina","IUU",2085,743.450100763067,3559.47218129309,0.45930266657286,2.32182824213363,-551.58592242406,0,0
"73","Atrina","IUU",2086,748.470849662886,3584.91126097472,0.462585242341914,2.32016092694368,-348.957739993015,0,0
"74","Atrina","IUU",2087,753.505772955784,3609.185790147,0.465717548316161,2.31919355375292,-184.058759644236,0,0
"75","Atrina","IUU",2088,758.509700356375,3632.12761182594,0.468677886067513,2.31889306345094,-51.975684627324,0,0
"76","Atrina","IUU",2089,763.439591105478,3653.58948208073,0.471447255719979,2.3192224193085,51.789589062772,0,0
"77","Atrina","IUU",2090,768.254869842411,3673.44610765465,0.47400948984086,2.32014108468863,131.323285163787,0,0
"78","Atrina","IUU",2091,772.917746827056,3691.59485518333,0.476351344955978,2.32160551863917,190.30994849199,0,0
"79","Atrina","IUU",2092,777.393513944212,3707.95611355204,0.478462548307062,2.32356968571316,232.047794143576,0,0
"80","Atrina","IUU",2093,781.650808435021,3722.47330242987,0.480335798952979,2.32598557559094,259.46779840732,0,0
"81","Atrina","IUU",2094,785.661837136723,3735.11253139343,0.481966723784165,2.32880372742966,275.155397338255,0,0
"82","Atrina","IUU",2095,789.402555131772,3745.86192476707,0.483353790402217,2.33197375336879,281.373879301355,0,0
"83","Atrina","IUU",2096,792.852794055649,3754.73063689385,0.484498180053667,2.33544485529423,280.088735998752,0,0
"84","Atrina","IUU",2097,795.996336824073,3761.74759063777,0.485403624850438,2.33916632882132,272.992380739724,0,0
"85","Atrina","IUU",2098,798.820937143193,3766.95997824247,0.486076214325537,2.34308804850192,261.528759901324,0,0
"86","Atrina","IUU",2099,801.318283786634,3770.43156809147,0.486524176942938,2.34716092848864,246.917479367618,0,0
"87","Atrina","IUU",2100,803.483911190034,3772.24086340447,0.486757642501748,2.35133735328838,230.177146857488,0,0
"88","Atrina","IUU",2101,805.317059361858,3772.47915953949,0.486788391456839,2.35557157378825,212.147697124642,0,0
"89","Atrina","IUU",2102,806.820487384091,3771.24854552002,0.486629597042422,2.35982006441555,193.51152287649,0,0
"90","Atrina","IUU",2103,808.000245835267,3768.65989289845,0.486295565761558,2.36404183807102,174.813282041858,0,0
"91","Atrina","IUU",2104,808.865414282375,3764.83087138092,0.485801481328868,2.36819871632031,156.478293271585,0,0
"92","Atrina","IUU",2105,809.427810543046,3759.88402606838,0.485163156564002,2.37225555321012,138.829467370369,0,0
"93","Atrina","IUU",2106,809.701678714111,3753.94494601402,0.484396797068261,2.37618041196247,122.102753471339,0,0
"94","Atrina","IUU",2107,809.703363008728,3747.14054833924,0.483518779812536,2.37994469466303,106.461105663126,0,0
"95","Atrina","IUU",2108,809.450974263611,3739.59749664384,0.482545449054116,2.38352322587262,92.006998780512,0,0
"96","Atrina","IUU",2109,808.964055600424,3731.44076710567,0.481492931310871,2.38689429183278,78.7935413924633,0,0
"97","Atrina","IUU",2110,808.263253186495,3722.79237066539,0.480376970476152,2.39003963758933,66.8342498378441,0,0
"98","Atrina","IUU",2111,807.369997378001,3713.77023516294,0.47921278357332,2.39294442491106,56.1115596339841,0,0
"99","Atrina","IUU",2112,806.306198782503,3704.48724732018,0.478014937136325,2.39559715432628,46.5841598989461,0,0
"100","Atrina","IUU",2113,805.093962984696,3695.05045109964,0.476797243768533,2.39798955493497,38.1932427986017,0,0
"101","Atrina","IUU",2114,803.755326873631,3685.5603962254,0.475572678077987,2.40011644588189,30.8677637039424,0,0
"102","Atrina","IUU",2115,802.312018721568,3676.11062851702,0.474353310911765,2.40197557349942,24.5288090053135,0,0
"103","Atrina","IUU",2116,800.785243418686,3666.78731212628,0.473150260610634,2.40356742815816,19.0931676870435,0,0
"104","Atrina","IUU",2117,799.195493583592,3657.66897272757,0.471973659871189,2.40489504480707,14.476200142746,0,0
"105","Atrina","IUU",2118,797.562386660636,3648.82635013631,0.470832636728205,2.40596379105606,10.5940936371751,0,0
"106","Atrina","IUU",2119,795.90452759018,3640.32234864725,0.46973530814646,2.40678114646404,7.36558861727953,0,0
"107","Atrina","IUU",2120,794.239396201038,3632.21207352842,0.468688784729787,2.40735647645799,4.71325404889504,0,0
"108","Atrina","IUU",2121,792.583258125137,3624.54294250883,0.467699185107093,2.40770080403508,2.56438338774162,0,0
"109","Atrina","IUU",2122,790.951097769712,3617.35486169586,0.46677165863216,2.40782658210236,0.851575935086322,0,0
"110","Atrina","IUU",2123,789.356571695847,3610.68045609366,0.465910415128982,2.40774746899769,-0.486938603566749,0,0
"111","Atrina","IUU",2124,787.811980636191,3604.5453457154,0.465118760520397,2.40747810941998,-1.50718136308212,0,0
"112","Atrina","IUU",2125,786.328258330183,3598.96845914693,0.464399137289308,2.40703392268521,-2.2594669450879,0,0
"113","Atrina","IUU",2126,784.914975352501,3593.96237728897,0.463753168834061,2.40643089992276,-2.78856921327895,0,0
"114","Atrina","IUU",2127,783.580356150125,3589.53370085231,0.463181706888822,2.40568541154025,-3.133977810346,0,0
"115","Atrina","IUU",2128,782.331307576064,3585.68343598063,0.462684881283085,2.40481402601704,-3.33021822042445,0,0
"116","Atrina","IUU",2129,781.173457304775,3582.40739311376,0.462262151409688,2.40383334084046,-3.40721295051557,0,0
"117","Atrina","IUU",2130,780.111200627728,3579.69659486874,0.461912358856449,2.40275982617546,-3.39066562527865,0,0
"118","Atrina","IUU_20",2015,451.664524190345,3318.29864531414,0.353570705480397,1.61537984539191,-4574609.81170381,0,0
"119","Atrina","IUU_20",2016,486.596779545873,3602.68706210972,0.383872804207664,1.59916750919544,-3245198.37155601,0,0
"120","Atrina","IUU_20",2017,524.483511032182,3899.85866606598,0.415536974582422,1.58761610647446,-2102024.08636443,0,0
"121","Atrina","IUU_20",2018,565.313831690928,4206.54880392424,0.448215361911891,1.58081460764428,-1125161.60943164,0,0
"122","Atrina","IUU_20",2019,609.008257367361,4518.72131989253,0.481477906516898,1.57883754766249,-297329.115055134,0,0
"123","Atrina","IUU_20",2020,655.405189501404,4831.64784926189,0.514820792609715,1.5817378769561,396526.499946358,0,0
"124","Atrina","IUU_20",2021,704.249131231887,5140.05396834619,0.547682020833729,1.58953920242484,969617.888774158,0,0
"125","Atrina","IUU_20",2022,755.182176155235,5438.32894786113,0.579463757864293,1.60222774963681,1433677.39338707,0,0
"126","Atrina","IUU_20",2023,807.740362613246,5720.78632243391,0.609560100559928,1.61974448077989,1799284.82149568,0,0
"127","Atrina","IUU_20",2024,861.356296844258,5981.95350314596,0.637387934701103,1.64197788364876,2076156.58140636,0,0
"128","Atrina","IUU_20",2025,915.368985553851,6216.8623432856,0.662417895295229,1.66875798786054,2273388.94864004,0,0
"129","Atrina","IUU_20",2026,969.041114351917,6421.31066840626,0.684202233076059,1.69985215220407,2399648.80531454,0,0
"130","Atrina","IUU_20",2027,1021.58316244639,6592.06804959078,0.70239674001613,1.73496309554242,2463307.38826601,0,0
"131","Atrina","IUU_20",2028,1072.18290410393,6727.00694955489,0.716774723180616,1.77372951660151,2472516.13760044,0,0
"132","Atrina","IUU_20",2029,1120.03817114344,6825.15102735937,0.727232151681529,1.8157294782183,2435228.03402537,0,0
"133","Atrina","IUU_20",2030,1164.3903595007,6886.64345368163,0.73378428061277,1.86048653871534,2359172.03573227,0,0
"134","Atrina","IUU_20",2031,1204.55610955565,6912.64731592664,0.736555039035062,1.90747841895287,2251791.59203996,0,0
"135","Atrina","IUU_20",2032,1239.95485210805,6905.1961080538,0.73576109939735,1.95614781848971,2120160.18149915,0,0
"136","Atrina","IUU_20",2033,1270.13041076972,6867.01447569493,0.731692777605826,2.00591485379898,1970887.20704626,0,0
"137","Atrina","IUU_20",2034,1294.76548371207,6801.3283168122,0.724693798906528,2.05619049562461,1810026.52357055,0,0
"138","Atrina","IUU_20",2035,1313.68849494262,6711.68006356373,0.715141615834969,2.10639033597923,1642997.74062666,0,0
"139","Atrina","IUU_20",2036,1326.87293179979,6601.76065849741,0.703429504976542,2.15594801817106,1474527.68586657,0,0
"140","Atrina","IUU_20",2037,1334.42982135736,6475.26536250256,0.689951203043711,2.20432771219882,1308616.45593568,0,0
"141","Atrina","IUU_20",2038,1336.59441519162,6335.77672888796,0.675088437552951,2.25103510638971,1148529.65560678,0,0
"142","Atrina","IUU_20",2039,1333.70843518034,6186.67514292112,0.659201394651316,2.29562650513071,996815.965091494,0,0
"143","Atrina","IUU_20",2040,1326.19937857449,6031.07529718353,0.642621950450967,2.33771576071348,855347.221626613,0,0
"144","Atrina","IUU_20",2041,1314.55839352387,5871.78573703553,0.625649360525488,2.37697891226725,725376.824016427,0,0
"145","Atrina","IUU_20",2042,1299.31813098101,5711.28799315712,0.608548036444476,2.4131565441887,607611.478982619,0,0
"146","Atrina","IUU_20",2043,1281.03177897662,5551.73164319184,0.591547019582787,2.44605399957477,502291.068221127,0,0
"147","Atrina","IUU_20",2044,1260.25422112319,5394.94176264887,0.5748407750276,2.47553968277795,409271.64674019,0,0
"148","Atrina","IUU_20",2045,1237.52596643816,5242.43552246144,0.55859096007819,2.50154175458326,328107.178261993,0,0
"149","Atrina","IUU_20",2046,1213.36020433767,5095.44508545614,0.542928863906037,2.52404356245119,258126.448210432,0,0
"150","Atrina","IUU_20",2047,1188.23307362744,4954.94439036693,0.527958261439822,2.5430781587404,198502.544655721,0,0
"151","Atrina","IUU_20",2048,1162.57701612143,4821.67785214099,0.513758471434779,2.55872224615396,148313.2518392,0,0
"152","Atrina","IUU_20",2049,1136.77692381424,4696.18942611032,0.500387453312603,2.57108985759776,106591.572802268,0,0
"153","Atrina","IUU_20",2050,1111.16868475587,4578.85086513915,0.487884818011463,2.58032603341931,72366.3293633016,0,0
"154","Atrina","IUU_20",2051,1086.03968194166,4469.88833371569,0.476274663765484,2.58660070851087,44693.3501775146,0,0
"155","Atrina","IUU_20",2052,1061.63079251084,4369.40682680066,0.465568177977096,2.59010297004656,22678.1465239148,0,0
"156","Atrina","IUU_20",2053,1038.13946031833,4277.41207363019,0.455765971106744,2.59103579755423,5491.20480244748,0,0
"157","Atrina","IUU_20",2054,1015.72346241439,4193.82979007646,0.446860128046631,2.58961135324394,-7622.88006884259,0,0
"158","Atrina","IUU_20",2055,994.50504925161,4118.52228211004,0.438835977249578,2.58604685353391,-17341.2145216545,0,0
"159","Atrina","IUU_20",2056,974.575201565791,4051.30250313858,0.431673588563816,2.58056102309359,-24262.2247756119,0,0
"160","Atrina","IUU_20",2057,955.997808014572,3991.94573582218,0.425349017951484,2.57337111031084,-28908.0754085873,0,0
"161","Atrina","IUU_20",2058,938.813623003846,3940.19911068923,0.419835321714311,2.56469042725888,-31729.0282355015,0,0
"162","Atrina","IUU_20",2059,923.043911608474,3895.78919540135,0.415103365143484,2.55472636708271,-33109.0353958243,0,0
"163","Atrina","IUU_20",2060,908.693727350527,3858.42789508217,0.411122451210324,2.5436788462288,-33372.0074056165,0,0
"164","Atrina","IUU_20",2061,895.754799020246,3827.81690017986,0.407860794494057,2.53173911709422,-32788.3294829441,0,0
"165","Atrina","IUU_20",2062,884.208025482827,3803.65090749003,0.405285864387617,2.51908889754146,-31581.31387555,0,0
"166","Atrina","IUU_20",2063,874.025593588027,3785.61982503786,0.403364620031811,2.50589976650691,-29933.3710239815,0,0
"167","Atrina","IUU_20",2064,865.172745074164,3773.41015459129,0.402063657624593,2.49233277895656,-27991.7587897549,0,0
"168","Atrina","IUU_20",2065,857.609224887067,3766.70572811088,0.401349288891125,2.47853825818668,-25873.8283631229,0,0
"169","Atrina","IUU_20",2066,851.290446658469,3765.18795737103,0.401187567681371,2.4646557285281,-23671.7300905469,0,0
"170","Atrina","IUU_20",2067,846.168412094564,3768.53573983029,0.401544279940404,2.45081395660272,-21456.5747578547,0,0
"171","Atrina","IUU_20",2068,842.192420435562,3776.4251487792,0.402384910693103,2.43713107419976,-19282.0681921701,0,0
"172","Atrina","IUU_20",2069,839.309602523625,3788.52902181047,0.403674600194906,2.42371476045843,-17187.6515507979,0,0
"173","Atrina","IUU_20",2070,837.465311779052,3804.51654853324,0.405378100002026,2.41066246529029,-15201.188209664,0,0
"174","Atrina","IUU_20",2071,836.603401830879,3824.05294589067,0.407459738375945,2.39806165981079,-13341.2423025902,0,0
"175","Atrina","IUU_20",2072,836.666417876493,3846.79929709695,0.409883403121874,2.38599010296711,-11618.9949547282,0,0
"176","Atrina","IUU_20",2073,837.595726175858,3872.41261775661,0.412612548633873,2.37451611655537,-10039.8430907358,0,0
"177","Atrina","IUU_20",2074,839.331603480665,3900.54619988796,0.415610232551177,2.36369886343031,-8604.72314195218,0,0
"178","Atrina","IUU_20",2075,841.813305676573,3930.8502711546,0.418839186000501,2.35358862594629,-7311.19859624109,0,0
"179","Atrina","IUU_20",2076,844.979132469042,3962.97299254143,0.422261919900216,2.34422708355023,-6154.34654347026,0,0
"180","Atrina","IUU_20",2077,848.766502545715,3996.56180305565,0.425840868240664,2.33564758999539,-5127.47446074492,0,0
"181","Atrina","IUU_20",2078,853.112051270709,4031.26510499379,0.429538567652407,2.32787545187656,-4222.69465239693,0,0
"182","Atrina","IUU_20",2079,857.951760580714,4066.73426823485,0.43331787096727,2.32092821111719,-3431.38013749355,0,0
"183","Atrina","IUU_20",2080,863.22112834028,4102.62591736105,0.437142190915183,2.31481593468147,-2744.52243740952,0,0
"184","Atrina","IUU_20",2081,868.855381968409,4138.6044517274,0.440975768642138,2.30954151515009,-2153.00869568551,0,0
"185","Atrina","IUU_20",2082,874.789738681254,4174.34473650445,0.44478396044565,2.30510098590216,-1647.83287394127,0,0
"186","Atrina","IUU_20",2083,880.959712234617,4209.53489281244,0.448533535068583,2.3014838545016,-1220.25340559847,0,0
"187","Atrina","IUU_20",2084,887.301463640452,4243.87910790314,0.452192973129089,2.29867345751308,-861.907637086147,0,0
"188","Atrina","IUU_20",2085,893.752191033562,4277.100382376,0.455732759841449,2.29664733939281,-564.89162098427,0,0
"189","Atrina","IUU_20",2086,900.250551749086,4308.94313093189,0.459125662131073,2.29537765734187,-321.812320774576,0,0
"190","Atrina","IUU_20",2087,906.737107814226,4339.17555627771,0.462346981578314,2.29483161310623,-125.818014892661,0,0
"191","Atrina","IUU_20",2088,913.154784534512,4367.5917223951,0.465374775328995,2.29497191169793,29.3883787630205,0,0
"192","Atrina","IUU_20",2089,919.449330733961,4394.01326316599,0.468190038151537,2.29575724593701,149.549224030456,0,0
"193","Atrina","IUU_20",2090,925.569768544286,4418.29067480075,0.470776840147511,2.29714280462047,239.862232192394,0,0
"194","Atrina","IUU_20",2091,931.468820466411,4440.30415498188,0.473122416163917,2.29908080105786,304.99817149634,0,0
"195","Atrina","IUU_20",2092,937.103301760287,4459.9639673451,0.475217204629293,2.3015210177191,349.12420860494,0,0
"196","Atrina","IUU_20",2093,942.434467043278,4477.21032604975,0.477054835254487,2.30441136186179,375.931265538634,0,0
"197","Atrina","IUU_20",2094,947.428301254454,4492.01281092682,0.478632066715628,2.30769842627877,388.664093956082,0,0
"198","Atrina","IUU_20",2095,952.055746809471,4504.36933828658,0.479948676991815,2.31132804876324,390.153023923582,0,0
"199","Atrina","IUU_20",2096,956.292860745796,4514.30472528053,0.481007310395301,2.31524586354985,382.846548894624,0,0
"200","Atrina","IUU_20",2097,960.120897843658,4521.8688962561,0.481813286455347,2.31939783786823,368.844072867079,0,0
"201","Atrina","IUU_20",2098,963.526317998669,4527.13478749353,0.48237437666416,2.32373078684283,349.928278312358,0,0
"202","Atrina","IUU_20",2099,966.500718410533,4530.19601192681,0.482700555648693,2.32819286028189,327.596681611601,0,0
"203","Atrina","IUU_20",2100,969.040693336487,4531.16434794016,0.482803733597388,2.33273399540364,303.092032101321,0,0
"204","Atrina","IUU_20",2101,971.147626147106,4530.16711626186,0.482697476763477,2.33730633022278,277.431285876699,0,0
"205","Atrina","IUU_20",2102,972.827420140427,4527.34450662717,0.482396722616094,2.34186457313719,251.432949586127,0,0
"206","Atrina","IUU_20",2103,974.090175961818,4522.84691161608,0.481917495755883,2.34636632517566,225.74264501696,0,0
"207","Atrina","IUU_20",2104,974.94982450614,4516.83231930473,0.481276630097302,2.35077235235766,200.856794013531,0,0
"208","Atrina","IUU_20",2105,975.423724831175,4509.46380953312,0.480491502091428,2.35504680663512,177.14436629291,0,0
"209","Atrina","IUU_20",2106,975.532236892454,4500.90719111146,0.479579778966041,2.35915739490038,154.866670706366,0,0
"210","Atrina","IUU_20",2107,975.298278842419,4491.32880955266,0.478559185135559,2.36307549651818,134.195203809915,0,0
"211","Atrina","IUU_20",2108,974.746878258344,4480.89354727169,0.477447289118675,2.36677623074542,115.22759844488,0,0
"212","Atrina","IUU_20",2109,973.904726021415,4469.76303091738,0.476261312526329,2.370238476216,98.0017394842112,0,0
"213","Atrina","IUU_20",2110,972.799740717904,4458.09405381701,0.475017961970334,2.37344484537203,82.5081340444251,0,0
"214","Atrina","IUU_20",2111,971.460650429694,4446.03721557541,0.4737332841102,2.37638161730454,68.7006393933194,0,0
"215","Atrina","IUU_20",2112,969.916597682006,4433.73577577272,0.472422543512574,2.3790386329213,56.505663653134,0,0
"216","Atrina","IUU_20",2113,968.196772174204,4421.32471449274,0.471100122548831,2.38140915668509,45.8299624292972,0,0
"217","Atrina","IUU_20",2114,966.330074782484,4408.92998908293,0.469779442201517,2.38348970936753,36.5671589792661,0,0
"218","Atrina","IUU_20",2115,964.344815231469,4396.66797406036,0.468472902385319,2.3852798763484,28.6031168289306,0,0
"219","Atrina","IUU_20",2116,962.268444817526,4384.64506936986,0.467191840206258,2.38678209597091,21.8202922482423,0,0
"220","Atrina","IUU_20",2117,960.127324654051,4372.95746118656,0.465946504474772,2.38800143235093,16.1011901457767,0,0
"221","Atrina","IUU_20",2118,957.946529113992,4361.69101904136,0.464746044744255,2.38894533684912,11.3310411777528,0,0
"222","Atrina","IUU_20",2119,955.749683476083,4350.92131313434,0.463598513155818,2.38962340216289,7.39981062827415,0,0
"223","Atrina","IUU_20",2120,953.558834240667,4340.71373618857,0.462510877422049,2.39004711269623,4.20364132038877,0,0
"224","Atrina","IUU_20",2121,951.394350165303,4331.12371499261,0.461489043367235,2.39022959453286,1.64582384415321,0,0
"225","Atrina","IUU_20",2122,949.274851771787,4322.19699779519,0.460537885549787,2.39018536798575,-0.362621922074975,0,0
"226","Atrina","IUU_20",2123,947.217166884246,4313.97000487452,0.459661284616038,2.38993010533525,-1.90267937594489,0,0
"227","Atrina","IUU_20",2124,945.236309659416,4306.47023084003,0.458862170166209,2.38948039600841,-3.04731637880139,0,0
"228","Atrina","IUU_20",2125,943.345480551446,4299.7166884789,0.458142568047065,2.38885352110265,-3.86165837626807,0,0
"229","Atrina","IUU_20",2126,941.556084700075,4293.72038518942,0.45750365111675,2.38806723882359,-4.40330500212431,0,0
"230","Atrina","IUU_20",2127,939.877766328961,4288.4848242115,0.456945792651791,2.38713958209493,-4.72274932570115,0,0
"231","Atrina","IUU_20",2128,938.318456877147,4284.00652394505,0.456468621681421,2.3860886693112,-4.863865819965,0,0
"232","Atrina","IUU_20",2129,936.884434749255,4280.27554962321,0.456071079638313,2.38493252894372,-4.86443932231359,0,0
"233","Atrina","IUU_20",2130,935.580394748365,4277.27605246626,0.455751477806402,2.38368893847749,-4.75671273063953,0,0
"234","Atrina","IUU_40",2015,526.81759917125,3787.12022358574,0.351326944695221,1.653211771257,-5477278.49309711,0,0
"235","Atrina","IUU_40",2016,565.960249187619,4102.27197666009,0.380563223446921,1.63606675727604,-3941775.90496674,0,0
